index,Player,Year of Birth,G,WS,Seasons,WS/Season,Time line adjusted,Career Value,Three Best Years,5 year Total WS,Total
39,Dwight Howard,1986.0,1044.0,129.1,12.731707317073171,10.140038314176245,18.6,17.027169612239515,13.800000000000002,12.800000000000002,72.36720792641577
22,Dan Issel*,1949.0,1218.0,158.0,14.853658536585366,10.637110016420362,14.9,19.36274509803922,14.366666666666667,12.979999999999999,72.24652178112625
16,Reggie Miller*,1966.0,1389.0,174.50000000000003,16.9390243902439,10.3016558675306,16.6,20.55359246171967,12.299999999999999,11.719999999999999,71.47524832925026
29,Pau Gasol,1981.0,1226.0,143.9,14.951219512195122,9.62463295269168,18.1,18.266057374968263,13.533333333333333,11.259999999999998,70.78402366099328
57,Walt Frazier*,1946.0,825.0,113.69999999999999,10.060975609756097,11.301090909090908,14.6,15.631014572449821,15.033333333333333,14.16,70.72543881487405
48,Chauncey Billups,1977.0,1043.0,120.7,12.71951219512195,9.48935762224353,17.7,16.28001079039655,13.700000000000001,12.760000000000003,69.92936841264009
30,Dolph Schayes*,1929.0,996.0,142.3,12.146341463414634,11.715461847389559,12.9,18.13663013000255,13.866666666666667,12.960000000000003,69.57875864405878
34,Clyde Drexler*,1963.0,1086.0,135.60000000000002,13.24390243902439,10.238674033149174,16.3,17.58298755186722,12.866666666666667,12.520000000000001,69.50832825168307
47,Dwyane Wade,1982.0,1054.0,120.7,12.853658536585366,9.390322580645162,18.2,16.28001079039655,14.033333333333333,11.559999999999999,69.46366670437504
35,Adrian Dantley*,1956.0,955.0,134.39999999999998,11.646341463414634,11.540104712041883,15.6,17.481789802289278,13.666666666666666,11.120000000000001,69.40856118099782
37,Walt Bellamy*,1940.0,1043.0,130.29999999999998,12.71951219512195,10.244103547459252,14.0,17.13121220089403,14.800000000000002,13.2,69.37531574835329
44,Shawn Marion,1979.0,1163.0,125.0,14.182926829268293,8.8134135855546,17.9,16.666666666666668,13.366666666666667,12.24,68.98674691888793
87,Ed Macauley*,1929.0,641.0,100.49999999999999,7.817073170731708,12.856474258970357,12.9,14.336661911554922,15.0,13.879999999999999,68.97313617052528
27,Gary Payton*,1969.0,1335.0,145.5,16.28048780487805,8.937078651685393,16.9,18.394437420986097,13.133333333333333,11.6,68.96484940600482
24,Paul Pierce,1978.0,1343.0,150.2,16.378048780487806,9.170811615785553,17.8,18.765617191404296,12.299999999999999,10.56,68.59642880718985
67,Paul Arizin*,1929.0,713.0,108.8,8.695121951219512,12.512762973352032,12.9,15.161649944258638,14.233333333333334,12.579999999999998,67.387746250944
196,Anthony Davis,1994.0,466.0,71.9,5.682926829268292,12.651931330472104,19.4,11.168064616340478,12.9,11.260000000000002,67.37999594681258
41,Patrick Ewing*,1963.0,1183.0,126.49999999999999,14.426829268292684,8.768385460693152,16.3,16.79946879150066,13.200000000000001,12.04,67.10785425219382
38,Steve Nash*,1975.0,1217.0,130.0,14.841463414634147,8.75924404272802,17.5,17.105263157894736,12.200000000000001,11.260000000000002,66.82450720062276
28,Ray Allen*,1976.0,1300.0,145.2,15.853658536585366,9.15876923076923,17.6,18.370445344129553,11.833333333333334,9.860000000000001,66.82254790823212
93,Russell Westbrook,1989.0,821.0,96.69999999999999,10.012195121951219,9.658221680876979,18.9,13.945774444764925,12.9,10.92,66.3239961256419
63,Elton Brand,1980.0,1058.0,109.70000000000002,12.902439024390244,8.502268431001891,18.0,15.248818459827637,13.299999999999999,11.260000000000002,66.31108689082953
43,Scottie Pippen*,1966.0,1178.0,125.09999999999998,14.365853658536585,8.708149405772495,16.6,16.675553185817115,12.699999999999998,11.399999999999997,66.0837025915896
92,Tracy McGrady*,1980.0,938.0,97.29999999999997,11.439024390243903,8.505970149253729,18.0,14.008062194068527,13.433333333333332,12.04,65.98736567665559
40,Rick Barry*,1945.0,1020.0,128.9,12.439024390243903,10.362549019607844,14.5,17.009765109527578,12.733333333333334,10.8,65.40564746246875
116,Bob McAdoo*,1952.0,852.0,89.00000000000001,10.390243902439025,8.565727699530518,15.2,13.126843657817112,15.133333333333335,13.180000000000001,65.20590469068097
73,Zelmo Beaty*,1940.0,889.0,105.9,10.841463414634147,9.768053993250843,14.0,14.877774655802192,14.300000000000002,12.059999999999999,65.00582864905304
53,Bob Lanier*,1949.0,959.0,117.2,11.695121951219512,10.021272158498435,14.9,15.958605664488017,12.466666666666667,11.56,64.90654448965311
58,Kevin McHale*,1958.0,971.0,113.1,11.841463414634147,9.551184346035015,15.8,15.57422197741669,12.299999999999999,11.5,64.7254063234517
101,Amar'e Stoudemire,1983.0,846.0,92.5,10.317073170731707,8.965721040189125,18.3,13.503649635036496,13.466666666666667,10.12,64.35603734189229
109,Sidney Moncrief*,1958.0,767.0,90.40000000000002,9.353658536585366,9.66466753585398,15.8,13.278495887191543,13.1,12.440000000000001,64.28316342304552
36,John Havlicek*,1941.0,1270.0,131.70000000000002,15.487804878048781,8.503464566929134,14.1,17.25176840450616,12.333333333333334,11.460000000000003,63.64856630476863
51,Dominique Wilkins*,1960.0,1074.0,117.70000000000002,13.097560975609756,8.986405959031659,16.0,16.00489529507751,11.566666666666668,10.98,63.53796792077584
77,Elgin Baylor*,1935.0,846.0,104.1,10.317073170731707,10.090070921985816,13.5,14.699237503530075,13.566666666666668,11.68,63.53597509218256
235,Kawhi Leonard,1992.0,467.0,65.7,5.695121951219512,11.536188436830836,19.2,10.40544821032626,12.266666666666666,9.96,63.368303313823766
210,Damian Lillard,1991.0,549.0,70.3,6.695121951219512,10.500182149362477,19.1,10.97408679363097,11.766666666666666,10.98,63.32093560966011
56,Bailey Howell*,1937.0,950.0,114.69999999999999,11.585365853658537,9.900421052631577,13.7,15.725253633123115,12.5,11.42,63.24567468575469
100,Kevin Johnson,1967.0,735.0,93.0,8.963414634146341,10.375510204081634,16.7,13.556851311953354,12.199999999999998,10.32,63.15236151603498
137,DeAndre Jordan,1989.0,819.0,83.5,9.987804878048781,8.36019536019536,18.9,12.518740629685157,12.033333333333333,11.319999999999999,63.13226932321385
72,Chris Bosh,1985.0,893.0,106.00000000000001,10.890243902439025,9.733482642777156,18.5,14.887640449438203,10.066666666666666,9.860000000000003,63.04778975888202
