index,Player,Year of Birth,G,WS,Seasons,WS/Season,Time line adjusted,Career Value,Three Best Years,5 year Total WS,Total
589,Eric Bledsoe,1990.0,570.0,36.900000000000006,6.951219512195122,5.30842105263158,19.0,6.430812129661904,6.933333333333333,5.720000000000001,43.39256651562681
398,Mike Mitchell,1956.0,759.0,50.099999999999994,9.25609756097561,5.412648221343873,15.6,8.347217594135287,7.3,6.659999999999999,43.319865815479154
365,Truck Robinson,1952.0,772.0,52.8,9.414634146341463,5.6082901554404145,15.2,8.718626155878466,7.266666666666666,6.5,43.293582977985544
604,Goose Ligon,1945.0,434.0,36.099999999999994,5.2926829268292686,6.820737327188938,14.5,6.308982873121287,8.700000000000001,6.959999999999999,43.28972020031023
385,Caron Butler,1981.0,881.0,50.89999999999999,10.74390243902439,4.737570942111236,18.1,8.457959454968426,6.266666666666667,5.720000000000001,43.28219706374633
288,Bill Bridges,1940.0,926.0,59.800000000000004,11.292682926829269,5.295464362850972,14.0,9.651387992253067,7.633333333333333,6.68,43.26018568843737
446,Brian Taylor,1952.0,601.0,46.800000000000004,7.329268292682927,6.385357737104826,15.2,7.884097035040433,7.766666666666668,5.980000000000001,43.21612143881193
268,Red Kerr,1933.0,905.0,61.599999999999994,11.036585365853659,5.581436464088397,13.3,9.884467265725288,8.066666666666666,6.379999999999999,43.212570396480345
537,Phil Chenier,1951.0,578.0,39.4,7.048780487804878,5.58961937716263,15.1,6.807187284035937,8.333333333333334,7.260000000000001,43.090139994531896
415,Kenyon Martin,1978.0,757.0,48.40000000000001,9.231707317073171,5.242800528401586,17.8,8.109919571045578,6.366666666666667,5.5600000000000005,43.079386766113835
363,Orlando Woolridge,1960.0,851.0,53.09999999999998,10.378048780487806,5.116568742655697,16.0,8.75948531837677,7.133333333333333,6.059999999999999,43.069387394365805
476,Drew Gooden,1982.0,790.0,44.0,9.634146341463415,4.567088607594936,18.2,7.482993197278912,7.2,5.5200000000000005,42.97008180487385
377,Boris Diaw,1983.0,1064.0,51.49999999999999,12.975609756097562,3.9689849624060143,18.3,8.540630182421227,6.666666666666667,5.479999999999999,42.9562818114939
229,Caldwell Jones,1951.0,1299.0,66.19999999999999,15.841463414634147,4.178906851424172,15.1,10.468058191018342,7.3,5.88,42.92696504244251
432,Norm Nixon,1956.0,768.0,47.5,9.365853658536585,5.071614583333334,15.6,7.983193277310925,7.633333333333333,6.58,42.86814119397759
409,Frank Ramsey*,1932.0,623.0,49.1,7.597560975609756,6.4626003210272875,13.2,8.207957204948178,7.933333333333334,7.0,42.803890859308794
438,Jon McGlocklin,1944.0,792.0,47.199999999999996,9.658536585365853,4.886868686868686,14.4,7.940780619111709,8.333333333333334,7.2,42.76098263931373
510,Ed Davis,1990.0,640.0,41.3,7.804878048780488,5.2915624999999995,19.0,7.088911774802609,6.233333333333333,5.079999999999999,42.69380760813594
399,John Starks,1966.0,866.0,50.0,10.560975609756097,4.734411085450347,16.6,8.333333333333332,6.7,6.32,42.68774441878368
532,Raef LaFrentz,1977.0,563.0,39.5,6.865853658536586,5.753108348134991,17.7,6.82210708117444,6.900000000000001,5.4799999999999995,42.65521542930943
570,Chris Mills,1970.0,568.0,37.7,6.926829268292683,5.442605633802818,17.0,6.551963851233925,7.366666666666667,6.24,42.60123615170341
541,Danny Green,1988.0,620.0,39.099999999999994,7.560975609756097,5.171290322580645,18.8,6.762365963334485,6.533333333333334,5.319999999999999,42.58698961924846
276,Dave DeBusschere*,1941.0,875.0,60.9,10.670731707317072,5.7072,14.1,9.794146027661627,6.733333333333333,6.240000000000001,42.57467936099496
505,Keith Van Horn,1976.0,575.0,41.699999999999996,7.012195121951219,5.946782608695652,17.6,7.147754542338019,6.366666666666667,5.48,42.541203817700335
325,Tom Sanders*,1939.0,916.0,56.49999999999999,11.170731707317072,5.057860262008734,13.9,9.216965742251222,7.433333333333334,6.92,42.528159337593294
262,Derek Fisher,1975.0,1287.0,62.3,15.695121951219512,3.969386169386169,17.5,9.974383605507525,5.933333333333334,5.119999999999999,42.49710310822703
468,Ersan İlyasova,1988.0,745.0,44.800000000000004,9.085365853658537,4.931006711409396,18.8,7.598371777476256,6.300000000000001,4.86,42.48937848888565
471,Kelly Tripucka,1960.0,707.0,44.4,8.621951219512194,5.14964639321075,16.0,7.540760869565217,7.366666666666667,6.4,42.457073929442636
498,Matt Harpring,1977.0,665.0,42.00000000000001,8.109756097560975,5.178947368421054,17.7,7.191780821917811,6.8,5.58,42.45072819033886
359,Brad Davis,1956.0,961.0,53.400000000000006,11.71951219512195,4.556503642039543,15.6,8.80026367831246,6.966666666666666,6.5,42.42343398701867
436,Steve Kerr,1966.0,910.0,47.2,11.097560975609756,4.253186813186813,16.6,7.9407806191117105,7.3,6.32,42.41396743229853
419,Jameer Nelson,1983.0,878.0,48.3,10.707317073170731,4.510933940774487,18.3,8.095876634260811,6.066666666666666,5.44,42.41347724170197
449,Pete Maravich*,1948.0,658.0,46.5,8.024390243902438,5.794832826747721,14.8,7.841483979763914,7.433333333333333,6.5200000000000005,42.389650139844974
278,Jamal Crawford,1981.0,1326.0,60.69999999999999,16.170731707317074,3.7536953242835587,18.1,9.76826520759575,6.0,4.74,42.36196053187931
701,Khris Middleton,1992.0,455.0,31.0,5.548780487804878,5.5868131868131865,19.2,5.5160142348754455,6.566666666666667,5.48,42.3494940883553
613,Carl Landry,1984.0,513.0,35.8,6.2560975609756095,5.722417153996101,18.4,6.263121063680895,6.6000000000000005,5.359999999999999,42.345538217676996
524,Cedric Ceballos,1970.0,609.0,40.199999999999996,7.426829268292683,5.412807881773398,17.0,6.926257753273604,7.166666666666667,5.819999999999999,42.325732301713664
358,Andy Phillip*,1923.0,701.0,53.5,8.548780487804878,6.258202567760343,12.3,8.813838550247116,8.266666666666666,6.68,42.318707784674125
568,John Beasley,1945.0,506.0,37.89999999999999,6.170731707317073,6.141897233201579,14.5,6.582146578673149,8.333333333333334,6.76,42.31737714520806
291,James Edwards,1956.0,1168.0,59.79999999999999,14.24390243902439,4.198287671232876,15.6,9.651387992253065,6.933333333333334,5.92,42.30300899681927
477,Wesley Person,1972.0,733.0,43.9,8.939024390243903,4.911050477489768,17.2,7.468526709765225,7.466666666666668,5.180000000000001,42.22624385392166
323,Tyrone Corbin,1963.0,1065.0,56.50000000000001,12.987804878048781,4.350234741784038,16.3,9.216965742251224,6.366666666666667,5.9799999999999995,42.21386715070193
539,Bill Walton*,1953.0,468.0,39.3,5.7073170731707314,6.885897435897435,15.3,6.79225717248531,7.866666666666667,5.36,42.20482127504941
466,Jay Humphries,1963.0,788.0,45.0,9.609756097560975,4.682741116751269,16.3,7.627118644067798,7.333333333333333,6.080000000000001,42.023193094152404
788,CJ McCollum,1992.0,411.0,27.799999999999997,5.012195121951219,5.54647201946472,19.2,5.003599712023038,6.733333333333333,5.52,42.003405064821095
423,Kendall Gill,1969.0,966.0,48.00000000000001,11.78048780487805,4.074534161490684,16.9,8.053691275167786,7.133333333333333,5.840000000000001,42.0015587699918
440,Antonio Daniels,1976.0,872.0,47.1,10.634146341463415,4.429128440366973,17.6,7.926624032312353,6.433333333333333,5.48,41.86908580601266
747,Chandler Parsons,1989.0,435.0,29.1,5.304878048780488,5.485517241379311,18.9,5.213185238265855,6.7,5.5600000000000005,41.85870247964517
296,Juwan Howard,1974.0,1208.0,59.40000000000001,14.731707317073171,4.032119205298014,17.4,9.59922430510666,6.2,4.5600000000000005,41.79134351040467
426,Norm Van Lier,1948.0,746.0,47.9,9.097560975609756,5.2651474530831095,14.8,8.039610607586438,7.133333333333333,6.4399999999999995,41.67809139400288
410,Mario Elie,1964.0,732.0,48.800000000000004,8.926829268292684,5.466666666666667,16.4,8.165997322623829,6.266666666666667,5.360000000000001,41.65933065595716
349,Jeff Malone,1962.0,905.0,54.2,11.036585365853659,4.9109392265193375,16.2,8.908612754766601,6.133333333333333,5.42,41.57288531461927
525,Mo Williams,1983.0,818.0,40.1,9.975609756097562,4.0198044009779945,18.3,6.911409858669424,7.0,5.340000000000001,41.57121425964742
483,Eric Snow,1974.0,846.0,43.49999999999999,10.317073170731707,4.216312056737588,17.4,7.410562180579215,6.666666666666667,5.8599999999999985,41.55354090398347
429,Theo Ratliff,1974.0,810.0,47.79999999999999,9.878048780487806,4.839012345679011,17.4,8.025520483546003,5.900000000000001,5.359999999999999,41.52453282922501
542,Jrue Holiday,1991.0,652.0,39.0,7.951219512195122,4.904907975460123,19.1,6.747404844290657,6.066666666666667,4.62,41.438979486417445
609,Kermit Washington,1952.0,507.0,35.9,6.182926829268292,5.806311637080868,15.2,6.278419027632039,7.6000000000000005,6.4799999999999995,41.3647306647129
488,Brandon Bass,1986.0,758.0,42.9,9.24390243902439,4.64089709762533,18.6,7.323318538750428,5.566666666666666,5.22,41.350882303042425
437,Jalen Rose,1973.0,923.0,47.2,11.25609756097561,4.193282773564464,17.3,7.9407806191117105,6.766666666666667,5.14,41.340730059342846
392,Mike Newlin,1949.0,837.0,50.5,10.207317073170731,4.9474313022700125,14.9,8.402662229617304,7.033333333333334,6.02,41.30342686522064
493,Sidney Wicks,1950.0,760.0,42.4,9.268292682926829,4.574736842105263,15.0,7.250341997264022,7.633333333333333,6.82,41.27841217270262
622,Warren Jabali,1947.0,447.0,35.2,5.451219512195122,6.457270693512305,14.7,6.171107994389903,7.933333333333334,5.9799999999999995,41.241712021235536
699,Mason Plumlee,1991.0,471.0,31.000000000000004,5.7439024390243905,5.397027600849257,19.1,5.516014234875446,5.966666666666666,5.260000000000001,41.239708502391366
512,Phil Smith,1953.0,659.0,41.1,8.036585365853659,5.114112291350531,15.3,7.05942974922707,7.566666666666666,6.16,41.20020870724427
713,Ronnie Brewer,1986.0,502.0,30.4,6.121951219512195,4.9657370517928285,18.6,5.420827389443652,6.666666666666667,5.52,41.17323110790315
425,Xavier McDaniel,1964.0,870.0,47.9,10.609756097560975,4.514712643678161,16.4,8.039610607586438,6.333333333333333,5.88,41.167656584597935
638,Glen Combs,1947.0,465.0,34.3,5.670731707317073,6.048602150537634,14.7,6.032360182905382,7.999999999999999,6.359999999999999,41.140962333443014
369,Michael Cooper,1957.0,873.0,52.4,10.646341463414634,4.921878579610538,15.7,8.664021164021165,6.133333333333333,5.639999999999999,41.059233076965036
712,Steve Stipanovich,1961.0,403.0,30.4,4.914634146341464,6.1856079404466495,16.1,5.420827389443652,7.266666666666667,6.08,41.05310199655697
312,Johnny Green,1934.0,1057.0,58.2,12.890243902439025,4.515042573320719,13.4,9.441920830629462,7.833333333333333,5.86,41.05029673728352
513,Cincinnatus Powell,1943.0,599.0,41.1,7.304878048780488,5.626377295492488,14.3,7.05942974922707,7.3,6.74,41.02580704471956
435,Rickey Green,1955.0,946.0,47.2,11.536585365853659,4.091331923890063,15.5,7.9407806191117105,7.066666666666667,6.420000000000002,41.018779209668445
452,Darryl Dawkins,1957.0,726.0,46.4,8.853658536585366,5.240771349862259,15.7,7.8272604588394055,6.866666666666667,5.359999999999999,40.99469847536833
406,Jerry Sloan*,1943.0,755.0,49.599999999999994,9.207317073170731,5.387019867549668,14.3,8.277703604806407,7.0,5.9799999999999995,40.944723472356074
495,Monta Ellis,1986.0,833.0,42.1,10.158536585365853,4.144297719087636,18.6,7.206436152002739,6.633333333333333,4.340000000000001,40.924067204423714
710,Darel Carrier,1941.0,350.0,30.499999999999996,4.2682926829268295,7.145714285714284,14.1,5.436720142602495,8.166666666666666,6.06,40.90910109498345
497,Lucius Allen,1948.0,702.0,42.1,8.560975609756097,4.917663817663818,14.8,7.206436152002739,7.8,6.18,40.904099969666554
394,Nate McMillan,1965.0,796.0,50.2,9.707317073170731,5.171356783919599,16.5,8.361092604930047,6.033333333333334,4.82,40.88578272218298
451,J.R. Smith,1986.0,971.0,46.4,11.841463414634147,3.9184346035015447,18.6,7.8272604588394055,6.0,4.540000000000001,40.88569506234095
381,Purvis Short,1958.0,842.0,51.1,10.268292682926829,4.976484560570071,15.8,8.485552972434407,5.966666666666666,5.62,40.84870419967115
450,Dave Greenwood,1958.0,823.0,46.40000000000001,10.036585365853659,4.623086269744837,15.8,7.827260458839409,6.7,5.880000000000001,40.830346728584246
535,Eddie Johnson,1956.0,604.0,39.400000000000006,7.365853658536586,5.349006622516557,15.6,6.807187284035937,7.133333333333333,5.9399999999999995,40.82952723988582
680,Ricky Rubio,1991.0,498.0,32.3,6.073170731707317,5.318473895582329,19.1,5.720864328728303,5.933333333333334,4.72,40.79267155764397
428,Red Rocha,1924.0,586.0,47.800000000000004,7.146341463414634,6.688737201365188,12.4,8.025520483546003,7.333333333333333,6.34,40.78759101824453
479,Brendan Haywood,1980.0,816.0,43.8,9.951219512195122,4.401470588235294,18.0,7.454050374404356,6.233333333333333,4.619999999999999,40.70885429597298
387,Sam Lacey,1949.0,1002.0,50.8,12.21951219512195,4.157285429141717,14.9,8.444148936170214,7.2,6.000000000000001,40.70143436531193
706,Andris Biedriņš,1987.0,516.0,30.800000000000008,6.2926829268292686,4.894573643410854,18.7,5.484330484330487,6.7,4.920000000000001,40.69890412774134
764,Micheal Williams,1967.0,413.0,28.499999999999996,5.036585365853658,5.658595641646489,16.7,5.11669658886894,7.433333333333334,5.72,40.62862556384876
413,Danny Schayes,1960.0,1138.0,48.599999999999994,13.878048780487806,3.5019332161687164,16.0,8.13797722705961,7.066666666666667,5.919999999999999,40.626577109894995
376,Cazzie Russell,1945.0,817.0,51.5,9.963414634146341,5.16891064871481,14.5,8.540630182421227,7.0,5.360000000000001,40.56954083113604
653,Ben Gordon,1984.0,744.0,33.400000000000006,9.073170731707316,3.6811827956989256,18.4,5.8927311220889225,6.866666666666667,5.7,40.54058058445452
567,Jerome Williams,1974.0,587.0,37.9,7.158536585365853,5.2943781942078365,17.4,6.582146578673151,6.0,5.260000000000001,40.53652477288099
357,John Lucas,1954.0,928.0,53.699999999999996,11.317073170731707,4.745043103448276,15.4,8.84096147513994,6.5,5.02,40.50600457858822
367,Zaza Pachulia,1985.0,1098.0,52.6,13.390243902439025,3.9282331511839708,18.5,8.691341705221413,5.266666666666667,4.1,40.48624152307205
502,D.J. Augustin,1988.0,807.0,41.8,9.841463414634147,4.247335811648079,18.8,7.1624400274160385,6.433333333333334,3.8199999999999994,40.46310917239745
585,Ray Williams,1955.0,655.0,37.1,7.987804878048781,4.644580152671756,15.5,6.461163357715082,7.766666666666667,6.080000000000001,40.45241017705351
518,Vinny Del Negro,1967.0,771.0,40.50000000000001,9.402439024390244,4.30739299610895,16.7,6.9707401032702245,6.933333333333334,5.5200000000000005,40.431466432712504
617,Roy Hibbert,1987.0,662.0,35.699999999999996,8.073170731707316,4.422054380664653,18.7,6.24781239061953,5.900000000000001,5.1,40.36986677128418
422,Sedale Threatt,1962.0,951.0,48.099999999999994,11.597560975609756,4.147423764458464,16.2,8.067762495806775,6.333333333333333,5.619999999999999,40.36851959359857
458,Wayman Tisdale,1965.0,840.0,45.6,10.24390243902439,4.451428571428571,16.5,7.713125845737483,6.2,5.4799999999999995,40.34455441716605
478,Stacey Augmon,1969.0,1001.0,43.800000000000004,12.207317073170731,3.5880119880119885,16.9,7.454050374404358,6.8,5.5600000000000005,40.30206236241634
605,Kyle Macy,1958.0,551.0,36.0,6.719512195121951,5.357531760435571,15.8,6.293706293706294,6.866666666666667,5.94,40.257904720808526
692,Fred Schaus,1926.0,334.0,31.4,4.073170731707317,7.708982035928143,12.6,5.579246624022743,7.8999999999999995,6.279999999999999,40.06822865995089
664,Trooper Washington,1945.0,426.0,33.1,5.195121951219512,6.371361502347418,14.5,5.845990815966091,7.166666666666667,6.180000000000001,40.06401898498017
388,Vinnie Johnson,1957.0,984.0,50.699999999999996,12.0,4.225,15.7,8.430329231792483,6.5,5.1,39.95532923179248
474,Cliff Levingston,1961.0,830.0,44.199999999999996,10.121951219512194,4.3667469879518075,16.1,7.511896668932699,6.2,5.759999999999999,39.93864365688451
520,Jeff Green,1987.0,860.0,40.300000000000004,10.487804878048781,3.842558139534884,18.7,6.941095418532552,5.533333333333334,4.92,39.93698689140077
500,Jared Dudley,1986.0,847.0,41.89999999999999,10.329268292682928,4.0564344746162915,18.6,7.1771154504967445,5.333333333333333,4.700000000000001,39.86688325844638
486,Bruce Bowen,1972.0,873.0,43.00000000000001,10.646341463414634,4.038946162657504,17.2,7.33788395904437,5.900000000000001,5.38,39.856830121701876
456,Jim Chones,1950.0,788.0,45.8,9.609756097560975,4.765989847715736,15.0,7.741717376605815,6.2,6.06,39.767707224321555
515,Chuck Share,1928.0,596.0,40.900000000000006,7.2682926829268295,5.627181208053692,12.8,7.02990718459952,7.8,6.460000000000003,39.71708839265321
840,Josh Childress,1984.0,391.0,25.799999999999997,4.7682926829268295,5.410741687979539,18.4,4.677302393038433,6.266666666666667,4.959999999999999,39.714710747684634
757,Jae Crowder,1991.0,543.0,28.700000000000003,6.621951219512195,4.334069981583794,19.1,5.148905633297453,6.133333333333333,4.98,39.69630894821458
516,Shawn Bradley,1973.0,832.0,40.8,10.146341463414634,4.021153846153846,17.3,7.0151306740027515,6.266666666666666,5.0600000000000005,39.662951186823264
509,Charlie Scott*,1949.0,711.0,41.3,8.670731707317072,4.763150492264416,14.9,7.088911774802609,6.966666666666666,5.8999999999999995,39.61872893373369
521,Tom Gugliotta,1970.0,763.0,40.29999999999999,9.304878048780488,4.331061598951506,17.0,6.9410954185325515,5.800000000000001,5.519999999999999,39.592157017484055
945,Dwight Powell,1992.0,331.0,22.4,4.036585365853658,5.549244712990936,19.2,4.1116005873715125,6.233333333333333,4.4799999999999995,39.57417863369578
581,Leandro Barbosa,1983.0,850.0,37.3,10.365853658536585,3.5983529411764703,18.3,6.4914723285764016,6.233333333333333,4.86,39.4831586030862
490,Ed Pinckney,1964.0,793.0,42.699999999999996,9.670731707317072,4.415384615384616,16.4,7.29415784079262,6.599999999999999,4.699999999999999,39.409542456177235
579,Rony Seikaly,1966.0,678.0,37.300000000000004,8.268292682926829,4.511209439528025,16.6,6.491472328576402,6.666666666666667,5.119999999999999,39.389348434771094
487,Matt Barnes,1981.0,929.0,43.0,11.329268292682928,3.795479009687836,18.1,7.337883959044368,5.5,4.600000000000001,39.33336296873221
659,Kevin Gamble,1966.0,649.0,33.3,7.914634146341464,4.207395993836672,16.6,5.877162019061065,7.2,5.42,39.304558012897736
851,Tiago Splitter,1985.0,355.0,25.2,4.329268292682927,5.820845070422536,18.5,4.578488372093024,5.699999999999999,4.68,39.27933344251556
430,Jack Coleman,1925.0,633.0,47.6,7.719512195121951,6.166192733017378,12.5,7.997311827956989,6.533333333333334,6.04,39.2368378943077
624,Micheal Ray Richardson,1956.0,556.0,35.099999999999994,6.780487804878049,5.17661870503597,15.6,6.15573482988425,7.2,5.1,39.23235353492022
735,Harrison Barnes,1993.0,540.0,29.600000000000005,6.585365853658536,4.4948148148148155,19.3,5.2932761087267535,5.400000000000001,4.720000000000001,39.20809092354157
780,John Logan,1921.0,258.0,28.0,3.1463414634146343,8.89922480620155,12.1,5.0359712230215825,7.566666666666666,5.6,39.2018626958898
492,Rich Kelley,1954.0,814.0,42.400000000000006,9.926829268292684,4.271253071253072,15.4,7.250341997264022,6.6000000000000005,5.680000000000001,39.20159506851709
465,Thurl Bailey,1962.0,928.0,45.00000000000001,11.317073170731707,3.9762931034482767,16.2,7.627118644067798,6.233333333333334,5.16,39.19674508084941
530,Chris Andersen,1979.0,695.0,39.800000000000004,8.475609756097562,4.695827338129496,17.9,6.866804692891651,5.766666666666667,3.939999999999999,39.169298697687815
507,John Salley,1965.0,748.0,41.5,9.121951219512194,4.5494652406417115,16.5,7.1183533447684395,5.8,5.14,39.10781858541015
633,Elmore Smith,1950.0,562.0,34.699999999999996,6.853658536585366,5.062989323843416,15.0,6.094134176325958,7.133333333333333,5.8,39.09045683350271
472,Nick Collison,1981.0,910.0,44.4,11.097560975609756,4.00087912087912,18.1,7.540760869565217,4.966666666666666,4.4799999999999995,39.088306657111005
698,Gene Banks,1960.0,468.0,31.100000000000005,5.7073170731707314,5.4491452991453,16.0,5.531839203130559,6.566666666666667,5.520000000000001,39.06765116894253
741,Joe Fulks*,1922.0,489.0,29.299999999999997,5.963414634146342,4.913292433537832,12.2,5.245255997135696,10.0,6.7,39.058548430673525
431,Slater Martin*,1926.0,745.0,47.6,9.085365853658537,5.2391946308724835,12.6,7.997311827956989,6.8999999999999995,6.300000000000001,39.03650645882948
563,Antoine Walker,1977.0,893.0,38.10000000000001,10.890243902439025,3.498544232922733,17.7,6.612287400208262,6.1000000000000005,5.12,39.030831633130994
528,Rasho Nesterović,1977.0,811.0,39.9,9.890243902439025,4.034278668310727,17.7,6.881683339082442,5.533333333333334,4.88,39.029295340726506
618,Loy Vaught,1969.0,689.0,35.6,8.402439024390244,4.236865021770682,16.9,6.23249299719888,6.033333333333334,5.5600000000000005,38.9626913523029
621,Ruben Patterson,1976.0,649.0,35.2,7.914634146341464,4.447457627118644,17.6,6.171107994389903,5.933333333333334,4.8,38.95189895484188
531,Glenn Robinson,1973.0,688.0,39.7,8.390243902439025,4.731686046511628,17.3,6.851915774939593,5.3999999999999995,4.66,38.943601821451225
702,George Thompson,1948.0,437.0,31.0,5.329268292682927,5.8169336384439365,14.8,5.5160142348754455,6.966666666666666,5.84,38.93961453998605
890,Victor Oladipo,1993.0,402.0,24.2,4.902439024390244,4.936318407960199,19.3,4.412837345003647,5.7,4.58,38.929155752963844
639,Curtis Rowe,1950.0,590.0,34.2,7.195121951219512,4.753220338983051,15.0,6.0168895144264605,6.866666666666667,6.200000000000001,38.836776520076185
382,Dick McGuire*,1926.0,738.0,50.99999999999999,9.0,5.666666666666666,12.6,8.471760797342192,6.6000000000000005,5.4799999999999995,38.818427464008856
689,Bob Kauffman,1947.0,525.0,31.499999999999996,6.402439024390244,4.92,14.7,5.595026642984014,7.933333333333334,5.659999999999999,38.80835997631734
669,Rafer Alston,1977.0,671.0,32.8,8.182926829268293,4.008345752608047,17.7,5.7991513437058,6.0,5.279999999999999,38.78749709631385
375,Rick Mahorn,1959.0,1117.0,51.599999999999994,13.621951219512194,3.7880035810205905,15.9,8.554376657824932,6.0,4.539999999999998,38.782380238845526
614,Campy Russell,1952.0,566.0,35.8,6.902439024390244,5.1865724381625435,15.2,6.263121063680895,6.666666666666667,5.459999999999999,38.7763601685101
892,Cody Zeller,1993.0,361.0,24.099999999999994,4.402439024390244,5.474238227146813,19.3,4.39620576431959,5.266666666666667,4.299999999999999,38.73711065813307
534,Ray Felix,1931.0,637.0,39.49999999999999,7.7682926829268295,5.084772370486655,13.1,6.822107081174438,7.2,6.5200000000000005,38.7268794516611
519,Raymond Felton,1985.0,971.0,40.30000000000001,11.841463414634147,3.403295571575696,18.5,6.941095418532554,5.3999999999999995,4.42,38.66439099010825
499,Mark West,1961.0,1090.0,41.9,13.292682926829269,3.1521100917431193,16.1,7.1771154504967445,6.733333333333333,5.499999999999999,38.6625588755732
467,Junior Bridgeman,1954.0,849.0,45.0,10.353658536585366,4.3462897526501765,15.4,7.627118644067798,6.1000000000000005,5.179999999999999,38.65340839671798
651,Dee Brown,1969.0,608.0,33.400000000000006,7.414634146341464,4.504605263157895,16.9,5.8927311220889225,6.533333333333334,4.82,38.65066971858015
485,Jimmy Walker,1945.0,698.0,43.1,8.512195121951219,5.063323782234957,14.5,7.352439440464006,6.166666666666667,5.56,38.64242988936563
546,Channing Frye,1984.0,890.0,38.900000000000006,10.853658536585366,3.584044943820225,18.4,6.732433367947388,5.466666666666666,4.44,38.623144978434276
443,Olden Polynice,1965.0,1058.0,46.9,12.902439024390244,3.6349716446124765,16.5,7.898282249915796,5.733333333333333,4.84,38.60658722786161
572,Paul Seymour,1928.0,622.0,37.69999999999999,7.585365853658536,4.970096463022506,12.8,6.551963851233923,8.233333333333333,6.04,38.595393647589766
729,Brandon Jennings,1990.0,555.0,29.9,6.7682926829268295,4.417657657657657,19.0,5.34119328331547,5.166666666666667,4.659999999999999,38.58551760763979
526,Aaron McKie,1973.0,793.0,40.0,9.670731707317072,4.136191677175284,17.3,6.8965517241379315,5.433333333333333,4.799999999999999,38.56607673464654
918,Joe Ingles,1988.0,406.0,23.1,4.951219512195122,4.665517241379311,18.8,4.2292200659099235,6.2,4.62,38.51473730728923
562,Tom Boerwinkle,1946.0,635.0,38.199999999999996,7.7439024390243905,4.932913385826771,14.6,6.627342123525329,7.566666666666666,4.779999999999999,38.50692217601876
514,Craig Ehlo,1962.0,873.0,41.099999999999994,10.646341463414634,3.860481099656357,16.2,7.0594297492270695,6.2,5.159999999999999,38.47991084888343
511,Eddie Johnson,1960.0,798.0,41.199999999999996,9.731707317073171,4.2335839598997485,16.0,7.074175824175823,5.866666666666667,5.26,38.43442645074224
657,Mike Riordan,1946.0,639.0,33.300000000000004,7.7926829268292686,4.273239436619718,14.6,5.877162019061068,8.066666666666668,5.6000000000000005,38.41706812234746
470,Mark Eaton,1957.0,875.0,44.699999999999996,10.670731707317072,4.1890285714285715,15.7,7.583983712249744,5.833333333333333,5.0600000000000005,38.36634561701165
646,Arron Afflalo,1986.0,762.0,33.6,9.292682926829269,3.615748031496063,18.6,5.923836389280678,5.6000000000000005,4.62,38.35958442077674
775,Reggie Jackson,1991.0,530.0,28.2,6.463414634146342,4.363018867924528,19.1,5.068296189791517,5.6000000000000005,4.22,38.35131505771604
491,Al Harrington,1981.0,981.0,42.6,11.963414634146341,3.5608562691131502,18.1,7.279562542720438,5.2,4.2,38.340418811833594
678,Stu Lantz,1947.0,547.0,32.5,6.670731707317073,4.872029250457039,14.7,5.752212389380531,7.533333333333332,5.4799999999999995,38.3375749731709
654,Dennis Scott,1969.0,629.0,33.4,7.670731707317073,4.3542130365659775,16.9,5.89273112208892,6.133333333333333,5.0,38.28027749198823
616,Morris Peterson,1978.0,711.0,35.699999999999996,8.670731707317072,4.117299578059072,17.8,6.24781239061953,5.3,4.8,38.265111968678596
742,DeMarre Carroll,1987.0,554.0,29.200000000000003,6.7560975609756095,4.32202166064982,18.7,5.229226361031519,5.633333333333333,4.38,38.26458135501468
560,Courtney Lee,1986.0,787.0,38.599999999999994,9.597560975609756,4.021855146124523,18.6,6.687456687456687,4.633333333333334,4.299999999999999,38.24264516691454
559,Matt Bonner,1981.0,792.0,38.599999999999994,9.658536585365853,3.996464646464646,18.1,6.687456687456687,5.133333333333333,4.28,38.19725466725467
671,LaPhonso Ellis,1971.0,624.0,32.8,7.609756097560975,4.31025641025641,17.1,5.7991513437058,6.933333333333334,4.040000000000001,38.18274108729555
558,Thabo Sefolosha,1985.0,828.0,38.6,10.097560975609756,3.822705314009662,18.5,6.687456687456688,5.133333333333334,4.0200000000000005,38.163495334799684
501,Jim Fox,1944.0,743.0,41.800000000000004,9.060975609756097,4.613189771197847,14.4,7.162440027416039,6.366666666666667,5.62,38.162296465280555
420,Mark Olberding,1957.0,946.0,48.2,11.536585365853659,4.1780126849894295,15.7,8.081824279007378,5.599999999999999,4.58,38.13983696399681
592,Steve Jones,1943.0,704.0,36.9,8.585365853658537,4.2980113636363635,14.3,6.430812129661903,6.966666666666666,6.14,38.13549015996493
545,Gene Shue,1932.0,699.0,38.900000000000006,8.524390243902438,4.56337625178827,13.2,6.732433367947388,7.233333333333334,6.380000000000001,38.10914295306899
600,Don Chaney,1947.0,790.0,36.199999999999996,9.634146341463415,3.757468354430379,14.7,6.3242487770789655,6.966666666666666,6.360000000000001,38.108383798176014
554,Brian Winters,1953.0,650.0,38.699999999999996,7.926829268292683,4.882153846153845,15.3,6.702459300311742,5.8999999999999995,5.299999999999999,38.084613146465585
454,Larry Smith,1958.0,883.0,46.2,10.768292682926829,4.290373725934315,15.8,7.798784604996625,5.566666666666666,4.619999999999999,38.0758249975976
